"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"32","20210908_BOTTOM_5_0006_0001.mp4","28409","20210908_TOP_5_0006_0001.mp4","28864","PCFB45","0.66372",279.08514,"12.85407","4.75730","4235.62654","14.02329","28.98287","68.47599","494.23633","899.52693","-4109.39338","Pomacanthidae","Chaetodontoplus","personifer","37365008",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"33","20210908_BOTTOM_5_0006_0001.mp4","30450","20210908_TOP_5_0006_0001.mp4","30905","PCFB45","1.23123",453.35254,"44.38055","11.44022","4617.74042","25.54832","87.43752","30.72721","-192.61132","-1982.16674","-4166.22641","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"34","20210908_BOTTOM_5_0006_0001.mp4","30517","20210908_TOP_5_0006_0001.mp4","30972","PCFB45","1.24986",401.42647,"11.21113","2.78274","3597.03417","10.82109","72.98684","74.54021","136.84070","661.30791","-3533.07250","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"35","20210908_BOTTOM_5_0007_0001.mp4","12673","20210908_TOP_5_0007_0001.mp4","13128","PCFBP4","2.80808",422.47945,"16.44182","10.98386","3563.28470","20.50344","82.10344","67.89988","-252.60630","1222.25868","-3337.55474","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7376","113.5416",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"36","20210908_BOTTOM_5_0007_0001.mp4","12673","20210908_TOP_5_0007_0001.mp4","13128","PCFBP4","2.80808",416.29077,"21.35810","8.75588","4449.86136","12.21825","83.88702","70.48270","-267.82396","902.86557","-4349.06544","Lethrinidae","Lethrinus","miniatus","37351009",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7376","113.5416",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"37","20210908_BOTTOM_5_0007_0001.mp4","12960","20210908_TOP_5_0007_0001.mp4","13415","PCFBP4","2.88789",366.9651,"24.03525","8.44175","3826.71744","27.24005","88.36660","52.63164","-218.67236","-1737.85947","-3402.32173","Lethrinidae","Lethrinus","miniatus","37351009",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7376","113.5416",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"1","20210908_BOTTOM_6_0001_0001.mp4","18304","20210908_TOP_6_0001_0001.mp4","16986","PCFB11","0.04171",272.34147,"14.06220","5.26544","4884.04058","5.07238","81.63030","78.69337","-312.24038","-298.28373","-4864.91368","Pomacanthidae","Pomacanthus","imperator","37365014",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"2","20210908_BOTTOM_6_0001_0001.mp4","19450","20210908_TOP_6_0001_0001.mp4","18132","PCFB11","0.36036",273.83281,"13.24541","4.29461","3518.89433","17.95859","38.76818","55.18191","510.69240","957.27343","-3347.45249","Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"3","20210908_BOTTOM_6_0001_0001.mp4","19919","20210908_TOP_6_0001_0001.mp4","18601","PCFB11","0.49077",300.79789,"5.21995","1.22188","2377.23204","12.91929","24.77104","43.15284","398.33813","351.87545","-2317.05472","Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"4","20210908_BOTTOM_6_0001_0001.mp4","22128","20210908_TOP_6_0001_0001.mp4","20810","PCFB11","1.10499",456.54445,"38.50533","10.52881","5917.34707","27.22072","29.81960","69.87056","543.80330","2651.52039","-5262.00665","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"5","20210908_BOTTOM_6_0001_0001.mp4","22729","20210908_TOP_6_0001_0001.mp4","21411","PCFB11","1.27210",265.49709,"15.15441","9.95536","5174.62293","10.79002","22.99046","64.14412","734.71662","631.38953","-5083.13498","Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"6","20210908_BOTTOM_6_0001_0001.mp4","23482","20210908_TOP_6_0001_0001.mp4","22164","PCFB11","1.48148",224.37207,"20.99108","3.55806","3716.26414","19.00796","80.36006","58.36717","-102.20059","1206.06293","-3513.62867","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"9","20210908_BOTTOM_6_0001_0001.mp4","64710","20210908_TOP_6_0001_0001.mp4","63392","PCFBP5","0.00000",405.32124,"6.23394","1.05765","1803.79084","24.42885","70.65397","37.44505","153.76252","729.96218","-1642.30743","Carangidae","Carangoides","sp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"10","20210908_BOTTOM_6_0001_0001.mp4","64710","20210908_TOP_6_0001_0001.mp4","63392","PCFBP5","0.00000",343.63513,"7.44576","13.73294","1908.10042","6.97455","74.66053","43.75569","-145.61717","180.22053","-1893.98084","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"11","20210908_BOTTOM_6_0001_0001.mp4","65122","20210908_TOP_6_0001_0001.mp4","63804","PCFBP5","0.11456",321.6366,"28.06807","19.71381","4735.33729","28.62126","57.57328","61.25226","662.15078","2169.51288","-4156.70416","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"12","20210908_BOTTOM_6_0001_0001.mp4","65518","20210908_TOP_6_0001_0001.mp4","64200","PCFBP5","0.22467",248.249,"17.73307","4.29058","3244.32244","28.73370","66.53256","34.18907","431.50269","-1498.79492","-2844.82817","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"14","20210908_BOTTOM_6_0001_0001.mp4","66206","20210908_TOP_6_0001_0001.mp4","64888","PCFBP5","0.41597",392.88059,"6.90167","2.06044","1724.80403","25.05889","84.53472","9.96807","280.60192","674.50076","-1562.45328","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"18","20210908_BOTTOM_6_0001_0001.mp4","69795","20210908_TOP_6_0001_0001.mp4","68477","PCFBP5","1.41391",282.3359,"5.47352","2.73343","1981.78837","10.41412","52.96996","53.41062","217.05966","284.98200","-1949.14225","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"19","20210908_BOTTOM_6_0002_0001.mp4","259","20210908_TOP_6_0001_0001.mp4","70869","PCFBP5","2.07902",453.40788,"2.12225","0.25713","1006.91187","12.41457","83.77650","48.54360","-79.91971","201.17630","-983.36791","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"20","20210908_BOTTOM_6_0002_0001.mp4","871","20210908_TOP_6_0001_0001.mp4","71481","PCFBP5","2.24919",574.33215,"54.16760","10.55823","6180.40827","29.24242","66.44871","53.38558","933.31768","-2871.28545","-5392.78076","Acanthuridae","Naso","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"21","20210908_BOTTOM_6_0002_0001.mp4","36148","20210908_TOP_6_0002_0001.mp4","34830","PCFB44","0.08342",95.60674,"5.06900","1.89341","1962.71758","30.43270","63.17063","66.27561","-547.00278","830.15452","-1692.30368","Labridae",NA,NA,NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7338","113.5493",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"23","20210908_BOTTOM_6_0002_0001.mp4","38741","20210908_TOP_6_0002_0001.mp4","37423","PCFB44","0.80441",513.82896,"43.79987","9.49025","7680.01737","11.28950","35.25417","68.70610","335.78683","-1465.51350","-7531.41316","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7338","113.5493",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"24","20210908_BOTTOM_6_0002_0001.mp4","39153","20210908_TOP_6_0002_0001.mp4","37835","PCFB44","0.91897",522.88327,"35.28402","7.72135","4379.51737","0.91330","86.18053","49.36696","64.57152","-26.52329","-4378.96099","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7338","113.5493",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"25","20210908_BOTTOM_6_0003_0001.mp4","8578","20210908_TOP_6_0003_0001.mp4","7260","PCFB26","0.31476",465.18483,"20.32558","14.12162","4878.01020","7.08391","83.61096","73.85583","-126.32489","588.15649","-4840.77447","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"26","20210908_BOTTOM_6_0003_0001.mp4","8765","20210908_TOP_6_0003_0001.mp4","7447","PCFB26","0.36676",390.72694,"21.46406","5.43835","4048.87791","8.59676","86.98968","63.45869","-281.77523","-535.62949","-4003.38808","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"27","20210908_BOTTOM_6_0003_0001.mp4","8815","20210908_TOP_6_0003_0001.mp4","7497","PCFB26","0.38066",447.85804,"6.46808","11.83889","2928.11367","10.76192","76.24611","78.08965","-367.84680","404.52126","-2876.61276","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"28","20210908_BOTTOM_6_0003_0001.mp4","8815","20210908_TOP_6_0003_0001.mp4","7497","PCFB26","0.38066",407.83883,"8.69116","9.05340","3764.45130","4.56491","69.05892","77.85010","-269.85997","130.15267","-3752.50976","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"30","20210908_BOTTOM_6_0003_0001.mp4","9087","20210908_TOP_6_0003_0001.mp4","7769","PCFB26","0.45629",472.62374,"43.74528","10.54684","4635.61906","27.03067","78.22713","26.02723","-128.59921","2102.80932","-4129.23956","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"31","20210908_BOTTOM_6_0003_0001.mp4","9335","20210908_TOP_6_0003_0001.mp4","8017","PCFB26","0.52525",469.72237,"35.24194","0.93012","5035.42544","18.58556","83.61122","62.98802","-257.80491","-1584.05126","-4772.82177","Lethrinidae","Gymnocranius","sp1",NA,2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7315","113.5533",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"32","20210908_BOTTOM_6_0003_0001.mp4","57045","20210908_TOP_6_0003_0001.mp4","55727","PCFBP12","0.57724",90.84582,"7.18755","3.08853","2245.09014","28.75361","65.43102","57.50741","-570.14859","917.22548","-1968.26262","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.7312","113.5446",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"1","20210909_BOTTOM_3_0001_0001.mp4","15884","20210909_TOP_3_0001_0001.mp4","16298","PCFB25","0.02920",483.06838,"12.00736","7.72955","3195.11697","21.91363","76.79110","73.05326","-165.46289","1180.90915","-2964.26180","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6907","113.5595",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"2","20210909_BOTTOM_3_0001_0001.mp4","16189","20210909_TOP_3_0001_0001.mp4","16603","PCFB25","0.11400",386.46573,"8.12868","17.52190","3661.14210","6.06678","57.77162","77.51936","262.19357","284.56054","-3640.63749","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6907","113.5595",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"1","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",181.43256,"3.62208","3.80595","2918.28122","15.41750","8.66042","80.48462","682.30502","369.27924","-2813.26465","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",115.36731,"3.83099","4.70954","2852.94045","12.99970","36.11159","80.96257","545.71776","337.70518","-2779.82311","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"3","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",166.96058,"8.36872","3.17179","2996.07235","11.77357","61.81639","67.83415","576.67141","202.92129","-2933.03981","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"4","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",194.0528,"6.45495","3.62929","3129.56400","10.87154","83.52209","78.51451","465.53048","362.88804","-3073.39624","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"5","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",124.84843,"10.70086","4.92607","2814.91792","10.77500","72.88003","58.83996","517.17664","97.33584","-2765.28786","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"6","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",196.73883,"3.58489","5.92276","2893.61788","7.62230","56.01358","81.24436","383.64716","11.37916","-2868.04982","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"7","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",176.92327,"4.94702","4.19503","3023.89024","11.56736","44.91089","75.53522","589.85509","-140.46877","-2962.47391","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"8","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",126.5924,"5.73511","2.66675","2854.05598","13.37840","41.18603","70.50499","557.07968","-354.62245","-2776.60596","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"9","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",181.26802,"12.14032","4.63651","3020.05561","14.47918","76.08828","60.55588","513.43508","-553.67746","-2924.13433","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"10","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",157.00736,"11.64004","5.70219","3426.50491","28.18955","33.96399","82.99301","702.96983","-1458.02965","-3020.08591","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"11","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",164.69684,"8.03459","6.55872","2853.24613","21.99031","63.50321","69.54438","733.51262","776.80887","-2645.66451","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"12","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",127.93594,"6.37706","6.50919","2673.22531","22.35076","36.89637","79.17384","502.95943","883.42038","-2472.39435","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"13","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",160.74585,"8.95911","5.54772","2767.72595","23.50198","65.58401","69.95974","354.48779","1045.24043","-2538.13273","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"14","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",198.22251,"12.34556","0.73908","2931.06824","27.20493","75.86255","53.43259","626.35716","1184.61048","-2606.82484","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"15","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",163.20825,"7.84227","7.90596","2601.16087","30.21713","78.19190","72.79318","506.39391","1207.19876","-2247.72645","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"16","20210909_BOTTOM_1_0001_0001.mp4","61846","20210909_TOP_1_0001_0001.mp4","62935","PCSBP10","0.29613",202.89994,"3.92665","6.47336","2916.76997","5.07434","65.19116","81.81328","217.53794","138.68175","-2905.33847","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"1","20210909_BOTTOM_2_0001_0001.mp4","24067","20210909_TOP_2_0001_0001.mp4","46361","PCSBP9","1.93165",436.00257,"9.23326","3.96569","2866.47515","21.12616","66.60827","72.43046","183.48153","-1016.71968","-2673.81663","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6779","113.5654",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2","20210909_BOTTOM_2_0001_0001.mp4","68307","20210909_TOP_2_0002_0001.mp4","18673","PCSB45","0.16516",690.2249,"26.12368","16.50599","4954.70623","19.55024","67.02082","74.68320","-64.33548","-1656.76066","-4669.05974","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6823","113.5591",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"3","20210909_BOTTOM_2_0002_0001.mp4","3043","20210909_TOP_2_0002_0001.mp4","25337","PCSB45","2.01813",248.83947,"7.50709","2.79868","2179.95236","17.17120","65.63297","52.00237","94.10632","636.66508","-2082.78512","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6823","113.5591",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"4","20210909_BOTTOM_2_0002_0001.mp4","38967","20210909_TOP_2_0002_0001.mp4","61261","PCSBP8","0.05784",220.75811,"18.01506","8.83545","4546.38756","24.80458","13.46346","51.57379","540.69038","1829.07894","-4126.95578","Pomacanthidae","Pomacanthus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"5","20210909_BOTTOM_2_0002_0001.mp4","39845","20210909_TOP_2_0002_0001.mp4","62139","PCSBP8","0.30197",326.2386,"27.43665","8.43809","3902.38732","23.35066","67.83956","37.01916","447.32843","-1480.64229","-3582.76743","Pomacanthidae","Pomacanthus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"6","20210909_BOTTOM_2_0002_0001.mp4","42148","20210909_TOP_2_0002_0001.mp4","64442","PCSBP8","0.94233",224.45716,"12.78260","2.92383","3657.84462","22.14650","19.94347","70.46102","-418.31497","-1313.93765","-3387.97988","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"8","20210909_BOTTOM_2_0002_0001.mp4","42361","20210909_TOP_2_0002_0001.mp4","64655","PCSBP8","1.00156",286.72236,"8.93190","1.58114","2995.39952","20.88336","32.33926","84.89241","-29.07771","1067.36395","-2798.62591","Labridae","Bodianus","solatus","37384201",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"9","20210909_BOTTOM_2_0002_0001.mp4","42450","20210909_TOP_2_0002_0001.mp4","64744","PCSBP8","1.02630",347.95596,"6.15773","3.00295","2289.13037","27.03048","40.86456","70.25020","-28.22146","-1039.94534","-2039.07702","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"13","20210909_BOTTOM_2_0002_0001.mp4","42935","20210909_TOP_2_0002_0001.mp4","65229","PCSBP8","1.16116",302.17709,"7.06772","4.31956","2955.52965","6.23142","58.37217","72.61467","18.37398","320.27970","-2938.06719","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"14","20210909_BOTTOM_2_0002_0001.mp4","43269","20210909_TOP_2_0002_0001.mp4","65563","PCSBP8","1.25403",262.32526,"4.47591","9.65976","1692.40292","13.76203","68.72815","55.40425","-66.33555","397.10304","-1643.81763","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS",NA,NA,NA,NA,NA,NA,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
