"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"PCB16","7","Left_MAH00158.MP4","56707","Right_MAH00212.MP4","53252","1","8.25853",165.4696,"7.27817","2.25898","2220.95814","5.16605","42.92227","2.49917","44.15252","-195.04550","-2211.93645","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","8","Left_MAH00158.MP4","56707","Right_MAH00212.MP4","53252","1","8.25853",134.89107,"3.62265","3.22583","2501.90422","4.65323","13.83348","7.40969","81.74991","-185.77513","-2493.65781","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","9","Left_MAH00158.MP4","59962","Right_MAH00212.MP4","56507","1","9.16360",344.70342,"3.65301","2.15760","2221.07302","21.58573","9.27802","13.82500","-787.13395","-219.31903","-2065.30498","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","10","Left_MAH00158.MP4","60481","Right_MAH00212.MP4","57026","1","9.30791",344.96175,"2.93206","1.04412","1954.37581","19.55004","15.01297","6.46094","-518.86943","-398.09668","-1841.70528","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","11","Left_MAH00158.MP4","60820","Right_MAH00212.MP4","57365","1","9.40217",351.93063,"1.97237","2.90948","1360.56754","20.17033","25.82660","1.91571","-423.78521","-201.24288","-1277.12624","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","12","Left_MAH00158.MP4","61459","Right_MAH00212.MP4","58004","1","9.57985",362.62801,"2.64616","1.00131","1839.13287","8.18463","17.45200","11.92334","224.72749","-134.35057","-1820.40029","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","13","Left_MAH00158.MP4","61621","Right_MAH00212.MP4","58166","1","9.62489",301.20636,"1.83854","1.73733","2239.64038","4.78849","2.90170","6.97481","106.37979","-153.74452","-2231.82324","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","14","Left_MAH00158.MP4","61989","Right_MAH00212.MP4","58534","1","9.72722",358.46853,"1.95439","2.00335","1209.98403","2.78615","33.79743","12.24475","-44.75958","38.15537","-1208.55373","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","15","Left_MAH00158.MP4","62100","Right_MAH00212.MP4","58645","1","9.75808",210.55684,"1.44185","0.61236","1657.55573","6.29197","7.83057","10.55244","-22.63370","-180.24426","-1647.57116","Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","16","Left_MAH00158.MP4","66503","Right_MAH00212.MP4","63048","1","10.98236",553.70415,"3.20232","3.41040","1287.60363","18.55980","62.71988","8.01850","-343.62021","223.36395","-1220.63787","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","17","Left_MAH00158.MP4","66811","Right_MAH00212.MP4","63356","1","11.06800",253.52817,"9.28843","5.12495","3677.73335","9.65185","17.32052","1.04381","-479.51021","-387.66021","-3625.67402","Mullidae","Parupeneus",NA,NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","18","Left_MAH00158.MP4","66811","Right_MAH00212.MP4","63356","1","11.06800",306.99054,"14.46133","5.35550","3739.67389","22.44261","28.63383","1.69145","-1349.62708","-465.50126","-3456.43980","Mullidae","Parupeneus",NA,NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","19","Left_MAH00158.MP4","66847","Right_MAH00212.MP4","63392","1","11.07801",233.47312,"12.68151","9.33962","3411.22005","11.69316","30.91801","0.33690","-500.09797","-477.35853","-3340.42708","Mullidae","Parupeneus",NA,NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","20","Left_MAH00159.MP4","41","Right_MAH00212.MP4","77708","1","15.05865",421.33036,"3.22716","1.68699","2164.50683","17.64463","5.25006","9.38796","649.93231","89.66830","-2062.67724","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","21","Left_MAH00159.MP4","16771","Right_MAH00213.MP4","13316","1","19.71052",521.67107,"2.76893","2.21453","1821.92528","6.80579","19.16684","1.94964","49.73601","-210.09930","-1809.08715","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","22","Left_MAH00159.MP4","23611","Right_MAH00213.MP4","20156","1","21.61242",552.83982,"8.85324","2.46048","3784.60746","14.27321","9.65958","6.16245","924.80823","123.96227","-3667.78090","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","23","Left_MAH00159.MP4","55285","Right_MAH00213.MP4","51830","1","30.41956",549.71235,"11.53281","16.99578","3805.04057","24.63193","12.35226","6.10996","-1583.50991","-86.90792","-3458.79706","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","26","Left_MAH00159.MP4","80355","Right_MAH00213.MP4","76900","1","37.39041",764.44643,"25.13719","7.00257","3960.17741","21.87146","59.21120","0.35381","-1463.82722","-183.36647","-3675.13153","Lethrinidae","Lethrinus","olivaceus","37351004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","27","Left_MAH00160.MP4","28450","Right_MAH00214.MP4","24995","1","45.49712",456.20881,"3.56414","3.09314","3283.01052","8.32980","1.63996","7.06281","342.11101","330.40491","-3248.37663","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","28","Left_MAH00160.MP4","47938","Right_MAH00214.MP4","44483","1","50.91586",339.30638,"11.30175","5.83716","2851.64234","23.04614","50.13056","14.62399","-1116.17805","18.94628","-2624.05252","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","29","Left_MAH00160.MP4","47955","Right_MAH00214.MP4","44500","1","50.92059",355.33942,"13.95528","6.54670","2901.05477","12.66277","55.88514","14.37315","-631.37262","76.13755","-2830.49297","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","30","Left_MAH00160.MP4","47956","Right_MAH00214.MP4","44501","1","50.92087",352.192,"8.08390","2.92851","2286.66113","24.41472","75.02413","28.22696","933.89739","145.50596","-2082.18222","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","31","Left_MAH00160.MP4","47965","Right_MAH00214.MP4","44510","1","50.92337",208.06708,"18.87600","8.85762","3640.62779","27.22912","60.37011","3.17345","-1665.75456","6.88693","-3237.18782","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","32","Left_MAH00160.MP4","47971","Right_MAH00214.MP4","44516","1","50.92504",340.64868,"15.78905","6.16372","3173.08733","27.19567","76.91222","4.30325","-1447.80683","83.25240","-2822.30537","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","33","Left_MAH00160.MP4","47974","Right_MAH00214.MP4","44519","1","50.92587",304.33828,"4.32693","1.07695","1717.02365","23.40973","67.36758","33.08247","673.23967","110.08135","-1575.69053","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","34","Left_MAH00160.MP4","47997","Right_MAH00214.MP4","44542","1","50.93227",290.17781,"8.47563","2.21956","2158.44988","18.05650","78.01049","21.41257","647.22925","169.36441","-2052.14909","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","35","Left_MAH00160.MP4","47999","Right_MAH00214.MP4","44544","1","50.93283",382.82811,"9.19361","3.85704","2439.32101","30.33213","85.52820","3.31045","1209.36598","234.46943","-2105.40851","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","36","Left_MAH00160.MP4","48000","Right_MAH00214.MP4","44545","1","50.93310",336.0702,"8.64501","4.02099","2261.46259","25.06716","89.34275","18.65992","914.30311","286.49031","-2048.45947","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","37","Left_MAH00160.MP4","48004","Right_MAH00214.MP4","44549","1","50.93422",268.10443,"7.72317","1.13152","2125.55985","21.61424","71.91845","19.51749","782.80905","15.47424","-1976.10101","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","38","Left_MAH00160.MP4","48004","Right_MAH00214.MP4","44549","1","50.93422",266.07739,"10.50722","9.53075","2787.73582","27.52791","54.65824","9.65163","-1288.11875","-28.65337","-2472.12461","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","39","Left_MAH00160.MP4","48012","Right_MAH00214.MP4","44557","1","50.93644",334.23844,"9.68541","1.73403","2454.84844","11.54835","54.08299","18.83626","-355.45181","339.37467","-2405.15274","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","40","Left_MAH00160.MP4","48014","Right_MAH00214.MP4","44559","1","50.93700",289.9902,"15.02425","5.53232","3095.49425","27.01150","76.27140","5.56550","-1399.66711","-132.00762","-2757.82353","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","41","Left_MAH00160.MP4","48019","Right_MAH00214.MP4","44564","1","50.93839",280.81447,"13.86801","7.11690","3025.16920","28.17046","79.46435","10.17146","-1422.66883","-125.24757","-2666.82866","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","42","Left_MAH00160.MP4","48046","Right_MAH00214.MP4","44591","1","50.94590",303.59852,"7.38855","0.85562","2200.38070","25.49387","71.22690","25.02256","947.04205","8.01169","-1986.13252","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","43","Left_MAH00160.MP4","48058","Right_MAH00214.MP4","44603","1","50.94923",300.28354,"10.63281","4.58373","2540.32394","12.29876","59.12091","22.45734","-500.07704","206.70213","-2482.02395","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","44","Left_MAH00160.MP4","48061","Right_MAH00214.MP4","44606","1","50.95007",279.10486,"5.29258","0.78215","2088.44529","27.63669","43.31448","11.72166","-909.38364","333.92313","-1850.16768","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","45","Left_MAH00160.MP4","48164","Right_MAH00214.MP4","44709","1","50.97871",305.0517,"7.10862","4.17098","2197.54634","27.74576","69.00869","16.16814","-974.27186","312.18207","-1944.87702","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","46","Left_MAH00160.MP4","48281","Right_MAH00214.MP4","44826","1","51.01124",305.79601,"8.20598","1.24456","2486.06802","13.72304","43.02859","24.54130","588.19377","-43.04642","-2415.10026","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB2","0","Left_MAH00202.MP4","74842","Right_MAH00197.MP4","73959","1","4.54343",437.31479,"1.49755","1.74397","1307.02161","16.01253","15.11575","13.37948","-354.29481","66.80874","-1256.31098","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","1","Left_MAH00203.MP4","20844","Right_MAH00198.MP4","19961","1","12.08541",310.62159,"3.77546","1.92143","1699.92703","24.80372","42.29855","2.20827","-655.30175","281.32820","-1543.10919","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","2","Left_MAH00203.MP4","21752","Right_MAH00198.MP4","20869","1","12.33788",333.89596,"3.07438","3.35764","1459.25756","8.87880","40.05191","9.65568","201.04742","-101.52803","-1441.77135","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","3","Left_MAH00203.MP4","25354","Right_MAH00198.MP4","24471","1","13.33944",718.85507,"2.23604","1.26255","1457.92354","16.74482","21.74448","12.77651","-409.07552","95.35376","-1396.10384","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","4","Left_MAH00203.MP4","25580","Right_MAH00198.MP4","24697","1","13.40228",495.73329,"2.64859","0.19502","1897.58065","20.22014","5.49454","4.43092","-649.36024","-92.08560","-1780.63580","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","5","Left_MAH00203.MP4","25930","Right_MAH00198.MP4","25047","1","13.49960",539.92704,"1.22516","0.77078","1225.59832","19.65250","2.92063","20.91004","-390.38296","132.28386","-1154.20681","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","6","Left_MAH00203.MP4","26039","Right_MAH00198.MP4","25156","1","13.52991",594.10098,"2.53685","3.54684","1804.44271","19.56850","7.80139","6.77549","-597.30870","-92.10591","-1700.22125","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","7","Left_MAH00203.MP4","26393","Right_MAH00198.MP4","25510","1","13.62834",903.69633,"3.61081","1.40936","2219.20747","18.85054","12.94408","6.13025","553.22692","456.14452","-2100.17950","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","8","Left_MAH00203.MP4","67704","Right_MAH00198.MP4","66821","1","25.11509",433.53744,"1.97678","2.01051","1925.58706","6.51466","6.91649","4.13968","217.69959","-18.35585","-1913.15328","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","9","Left_MAH00203.MP4","68320","Right_MAH00198.MP4","67437","1","25.28637",488.67041,"5.72958","1.85223","2518.13128","10.99470","22.53160","0.69654","471.07825","93.42697","-2471.91056","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","10","Left_MAH00203.MP4","70183","Right_MAH00198.MP4","69300","1","25.80439",416.60974,"1.65776","2.66994","1575.83840","6.23456","12.63790","25.75231","-168.19144","-31.60138","-1566.51832","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","11","Left_MAH00203.MP4","70246","Right_MAH00198.MP4","69363","1","25.82191",511.17115,"1.76378","2.12758","1393.56544","13.17067","16.27380","1.49195","-291.37302","-126.19549","-1356.90866","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","13","Left_MAH00203.MP4","70757","Right_MAH00198.MP4","69874","1","25.96399",682.01615,"2.23679","3.06032","1749.50430","18.69216","7.43781","6.41839","-513.49845","225.14277","-1657.22520","Carangidae","Carangoides","gymnostethus","37337022",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
"PCB2","14","Left_MAH00203.MP4","70805","Right_MAH00198.MP4","69922","1","25.97734",675.59555,"1.85592","5.82384","1887.38148","17.05260","2.39711","16.97507","153.79983","531.67529","-1804.40457","Carangidae","Carangoides","gymnostethus","37337022",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7216","113.5505","20210907","13:14","Pt Cloates",NA,NA,"82","Henry Evans","Yes","Yes"
